experiment,condition,seed,winner,turns,commandCount,adCount,A,D,fires,towardMoves,awayMoves,aMove,aAll,c,switchRate,pA,maxRun,fractionInRunsGTE3
E1,random,s176,player2,29,183,9,6,3,2,4,3,0.5714285714285714,0.6666666666666666,-0.6874999999999998,0.75,0.6666666666666666,2,0
E1,random,s177,player2,79,402,11,7,4,3,4,4,0.5,0.6363636363636364,-0.0803571428571428,0.5,0.6363636363636364,4,0.36363636363636365
E1,random,s178,player2,37,174,15,11,4,3,8,4,0.6666666666666666,0.7333333333333333,-0.4610389610389607,0.5714285714285714,0.7333333333333333,3,0.4
E1,random,s179,player2,59,205,13,8,5,4,4,5,0.4444444444444444,0.6153846153846154,-0.05625000000000013,0.5,0.6153846153846154,3,0.6923076923076923
E1,random,s180,player2,33,158,10,7,3,3,4,3,0.5714285714285714,0.7,0.2063492063492065,0.3333333333333333,0.7,5,0.5
E1,random,s181,player2,23,113,11,9,2,3,6,2,0.75,0.8181818181818182,-0.3444444444444448,0.4,0.8181818181818182,5,0.45454545454545453
E1,random,s182,player2,25,103,7,5,2,2,3,2,0.6,0.7142857142857143,0.18333333333333335,0.3333333333333333,0.7142857142857143,3,0.42857142857142855
E1,random,s183,player2,47,250,19,12,7,3,9,7,0.5625,0.631578947368421,-0.07440476190476186,0.5,0.631578947368421,6,0.3157894736842105
E1,random,s184,player2,51,231,10,6,4,3,3,4,0.42857142857142855,0.6,0.07407407407407407,0.4444444444444444,0.6,3,0.6
E1,random,s185,player2,47,240,9,6,3,1,5,3,0.625,0.6666666666666666,-0.40625,0.625,0.6666666666666666,3,0.3333333333333333
E1,random,s186,player2,39,179,10,8,2,3,5,2,0.7142857142857143,0.8,0.30555555555555547,0.2222222222222222,0.8,5,0.8
E1,random,s187,player2,51,272,10,5,5,2,3,5,0.375,0.5,0.11111111111111116,0.4444444444444444,0.5,3,0.3
E1,random,s188,player2,33,153,7,5,2,2,3,2,0.6,0.7142857142857143,0.18333333333333335,0.3333333333333333,0.7142857142857143,3,0.42857142857142855
E1,random,s189,player2,31,143,4,4,0,1,3,0,1,1,1,0,1,4,1
E1,random,s190,player2,35,152,6,6,0,3,3,0,1,1,1,0,1,6,1
E1,random,s191,player2,39,154,6,5,1,2,3,1,0.75,0.8333333333333334,-0.4400000000000004,0.4,0.8333333333333334,4,0.6666666666666666
E1,random,s192,player2,25,115,11,8,3,3,5,3,0.625,0.7272727272727273,-0.008333333333333526,0.4,0.7272727272727273,4,0.36363636363636365
E1,random,s193,player2,51,190,15,11,4,2,9,4,0.6923076923076923,0.7333333333333333,-0.09577922077922052,0.42857142857142855,0.7333333333333333,7,0.4666666666666667
E1,random,s194,player2,39,195,11,7,4,1,6,4,0.6,0.6363636363636364,-0.29642857142857126,0.6,0.6363636363636364,3,0.2727272727272727
E1,random,s195,player2,29,149,3,3,0,1,2,0,1,1,1,0,1,3,1
E1,random,s196,player2,29,135,7,7,0,3,4,0,1,1,1,0,1,7,1
E1,random,s197,player2,37,165,10,7,3,2,5,3,0.625,0.7,-0.587301587301587,0.6666666666666666,0.7,3,0.3
E1,random,s198,player2,75,326,17,14,3,4,10,3,0.7692307692307693,0.8235294117647058,0.13988095238095255,0.25,0.8235294117647058,6,0.8235294117647058
E1,random,s199,player2,41,213,9,7,2,1,6,2,0.75,0.7777777777777778,-0.0848214285714286,0.375,0.7777777777777778,5,0.5555555555555556
E1,random,s200,player2,33,167,10,8,2,2,6,2,0.75,0.8,-0.38888888888888906,0.4444444444444444,0.8,3,0.6
E2bias,bias_0.0,s1,player2,27,41,11,10,1,3,7,1,0.875,0.9090909090909091,-0.20999999999999952,0.2,0.9090909090909091,7,0.9090909090909091
E2bias,bias_0.0,s2,player2,17,35,12,12,0,2,10,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s3,player2,27,26,7,7,0,2,5,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s4,player1,30,40,14,14,0,6,8,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s5,player2,27,37,9,9,0,4,5,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s6,player2,45,49,16,16,0,7,9,0,1,1,1,0,1,16,1
E2bias,bias_0.0,s7,player2,39,41,9,9,0,1,8,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s8,player1,38,48,11,11,0,6,5,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s9,player2,65,64,16,16,0,5,11,0,1,1,1,0,1,16,1
E2bias,bias_0.0,s10,player2,27,32,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s11,player2,51,46,14,14,0,6,8,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s12,player2,51,42,8,8,0,5,3,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s13,player2,41,37,10,10,0,3,7,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s14,player2,43,54,18,18,0,6,12,0,1,1,1,0,1,18,1
E2bias,bias_0.0,s15,player2,31,35,8,8,0,2,6,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s16,player2,63,29,5,5,0,2,3,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s17,player1,32,63,10,10,0,7,3,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s18,player1,48,54,10,10,0,9,1,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s19,player2,31,33,11,11,0,2,9,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s20,player2,31,46,15,15,0,5,10,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s21,player1,46,53,15,14,1,6,8,1,0.8888888888888888,0.9333333333333333,-0.14795918367346972,0.14285714285714285,0.9333333333333333,8,0.9333333333333333
E2bias,bias_0.0,s22,player2,29,30,10,9,1,2,7,1,0.875,0.9,0.382716049382716,0.1111111111111111,0.9,9,0.9
E2bias,bias_0.0,s23,player2,55,53,12,12,0,8,4,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s24,player2,25,30,8,8,0,1,7,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s25,player2,35,48,15,15,0,6,9,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s26,player2,27,24,6,6,0,0,6,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s27,player2,39,28,7,7,0,2,5,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s28,player1,42,50,11,11,0,8,3,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s29,player2,39,47,10,9,1,3,6,1,0.8571428571428571,0.9,-0.23456790123456805,0.2222222222222222,0.9,7,0.7
E2bias,bias_0.0,s30,player2,33,34,10,8,2,2,6,2,0.75,0.8,-0.38888888888888906,0.4444444444444444,0.8,6,0.6
E2bias,bias_0.0,s31,player2,35,42,7,7,0,2,5,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s32,player2,57,44,8,8,0,6,2,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s33,player2,45,49,11,11,0,4,7,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s34,player2,47,32,6,6,0,4,2,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s35,player2,39,55,18,18,0,5,13,0,1,1,1,0,1,18,1
E2bias,bias_0.0,s36,player2,77,44,8,8,0,5,3,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s37,player2,29,32,5,5,0,3,2,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s38,player2,31,24,6,6,0,0,6,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s39,player2,29,39,12,12,0,6,6,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s40,player2,53,54,14,13,1,5,8,1,0.8888888888888888,0.9285714285714286,-0.15976331360946783,0.15384615384615385,0.9285714285714286,9,0.9285714285714286
E2bias,bias_0.0,s41,player2,57,56,13,13,0,4,9,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s42,player2,39,54,12,12,0,6,6,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s43,player2,59,58,15,15,0,6,9,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s44,player2,37,27,3,3,0,2,1,0,1,1,1,0,1,3,1
E2bias,bias_0.0,s45,player2,45,26,5,5,0,2,3,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s46,player2,29,31,14,14,0,1,13,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s47,player2,61,62,11,10,1,5,5,1,0.8333333333333334,0.9090909090909091,-0.20999999999999952,0.2,0.9090909090909091,8,0.7272727272727273
E2bias,bias_0.0,s48,player2,35,46,12,11,1,3,8,1,0.8888888888888888,0.9166666666666666,-0.19008264462809876,0.18181818181818182,0.9166666666666666,7,0.9166666666666666
E2bias,bias_0.0,s49,player2,29,30,7,7,0,2,5,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s50,player2,37,37,8,8,0,4,4,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s51,player2,31,38,9,9,0,2,7,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s52,player2,21,32,13,13,0,3,10,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s53,player2,57,55,14,14,0,8,6,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s54,player2,25,31,6,6,0,2,4,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s55,player2,45,58,13,12,1,3,9,1,0.9,0.9230769230769231,-0.1736111111111116,0.16666666666666666,0.9230769230769231,6,0.9230769230769231
E2bias,bias_0.0,s56,player2,41,36,8,8,0,2,6,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s57,player2,41,33,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s58,player2,33,34,8,8,0,1,7,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s59,player2,47,55,11,11,0,5,6,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s60,player2,35,42,15,15,0,3,12,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s61,player2,29,38,10,9,1,3,6,1,0.8571428571428571,0.9,-0.23456790123456805,0.2222222222222222,0.9,8,0.8
E2bias,bias_0.0,s62,player2,47,49,14,14,0,7,7,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s63,player1,30,44,13,12,1,9,3,1,0.75,0.9230769230769231,-0.1736111111111116,0.16666666666666666,0.9230769230769231,11,0.8461538461538461
E2bias,bias_0.0,s64,player2,45,52,12,11,1,6,5,1,0.8333333333333334,0.9166666666666666,-0.19008264462809876,0.18181818181818182,0.9166666666666666,9,0.75
E2bias,bias_0.0,s65,player1,52,55,14,13,1,6,7,1,0.875,0.9285714285714286,-0.15976331360946783,0.15384615384615385,0.9285714285714286,7,0.9285714285714286
E2bias,bias_0.0,s66,player2,33,40,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s67,player2,39,39,4,4,0,1,3,0,1,1,1,0,1,4,1
E2bias,bias_0.0,s68,player2,17,38,14,13,1,0,13,1,0.9285714285714286,0.9285714285714286,0.4201183431952661,0.07692307692307693,0.9285714285714286,13,0.9285714285714286
E2bias,bias_0.0,s69,player2,55,45,9,9,0,6,3,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s70,player2,55,47,10,10,0,6,4,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s71,player2,33,39,9,9,0,6,3,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s72,player2,45,28,4,4,0,1,3,0,1,1,1,0,1,4,1
E2bias,bias_0.0,s73,player2,43,41,7,7,0,3,4,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s74,player1,46,53,12,12,0,4,8,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s75,player2,53,37,8,8,0,6,2,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s76,player2,41,51,12,12,0,5,7,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s77,player2,29,37,14,14,0,4,10,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s78,player2,39,38,12,12,0,3,9,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s79,player2,51,54,17,17,0,9,8,0,1,1,1,0,1,17,1
E2bias,bias_0.0,s80,player1,38,48,6,6,0,4,2,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s81,player2,41,60,13,13,0,6,7,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s82,player2,45,22,5,5,0,5,0,0,,1,1,0,1,5,1
E2bias,bias_0.0,s83,player2,33,32,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s84,player1,32,45,17,17,0,9,8,0,1,1,1,0,1,17,1
E2bias,bias_0.0,s85,player1,20,28,11,11,0,6,5,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s86,player2,25,40,15,15,0,2,13,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s87,player2,51,44,12,12,0,5,7,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s88,player2,45,39,7,7,0,4,3,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s89,player2,35,26,4,4,0,3,1,0,1,1,1,0,1,4,1
E2bias,bias_0.0,s90,player2,23,36,9,9,0,4,5,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s91,player1,36,43,12,12,0,4,8,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s92,player2,61,34,5,5,0,3,2,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s93,player1,48,62,22,22,0,8,14,0,1,1,1,0,1,22,1
E2bias,bias_0.0,s94,player2,39,43,12,12,0,4,8,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s95,player2,41,53,17,17,0,6,11,0,1,1,1,0,1,17,1
E2bias,bias_0.0,s96,player1,28,52,10,10,0,5,5,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s97,player2,43,45,12,12,0,3,9,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s98,player2,27,22,6,6,0,0,6,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s99,player1,32,59,16,16,0,6,10,0,1,1,1,0,1,16,1
E2bias,bias_0.0,s100,player2,51,36,10,10,0,5,5,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s101,player2,47,57,23,22,1,5,17,1,0.9444444444444444,0.9565217391304348,-0.09297520661157099,0.09090909090909091,0.9565217391304348,19,0.9565217391304348
E2bias,bias_0.0,s102,player2,43,54,13,13,0,4,9,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s103,player2,43,49,12,12,0,5,7,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s104,player2,45,44,11,11,0,3,8,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s105,player2,37,49,13,13,0,6,7,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s106,player2,39,41,5,5,0,3,2,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s107,player2,37,41,6,6,0,4,2,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s108,player2,39,42,8,8,0,1,7,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s109,player2,80,54,14,13,1,5,8,1,0.8888888888888888,0.9285714285714286,-0.15976331360946783,0.15384615384615385,0.9285714285714286,9,0.9285714285714286
E2bias,bias_0.0,s110,player2,53,35,8,8,0,4,4,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s111,player2,29,36,9,9,0,4,5,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s112,player2,57,41,5,5,0,3,2,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s113,player2,45,45,12,11,1,5,6,1,0.8571428571428571,0.9166666666666666,-0.19008264462809876,0.18181818181818182,0.9166666666666666,9,0.75
E2bias,bias_0.0,s114,player2,47,46,13,13,0,4,9,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s115,player2,31,35,9,9,0,3,6,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s116,player1,34,47,12,12,0,5,7,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s117,player2,41,28,4,4,0,3,1,0,1,1,1,0,1,4,1
E2bias,bias_0.0,s118,player2,35,43,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s119,player2,55,56,14,14,0,5,9,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s120,player2,41,26,7,6,1,2,4,1,0.8,0.8571428571428571,-0.3611111111111105,0.3333333333333333,0.8571428571428571,4,0.5714285714285714
E2bias,bias_0.0,s121,player2,29,43,11,11,0,3,8,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s122,player2,51,60,10,10,0,3,7,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s123,player2,29,31,6,6,0,2,4,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s124,player2,27,36,12,12,0,3,9,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s125,player2,35,40,13,13,0,5,8,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s126,player2,35,41,12,12,0,4,8,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s127,player2,43,27,6,5,1,3,2,1,0.6666666666666666,0.8333333333333334,-0.4400000000000004,0.4,0.8333333333333334,4,0.6666666666666666
E2bias,bias_0.0,s128,player2,39,41,9,9,0,3,6,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s129,player2,65,60,10,10,0,4,6,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s130,player2,37,31,6,6,0,2,4,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s131,player2,37,47,15,15,0,7,8,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s132,player2,35,42,11,11,0,0,11,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s133,player2,57,61,13,12,1,6,6,1,0.8571428571428571,0.9230769230769231,-0.1736111111111116,0.16666666666666666,0.9230769230769231,8,0.9230769230769231
E2bias,bias_0.0,s134,player2,33,49,21,20,1,8,12,1,0.9230769230769231,0.9523809523809523,-0.10249999999999893,0.1,0.9523809523809523,12,0.9523809523809523
E2bias,bias_0.0,s135,player2,43,52,15,15,0,5,10,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s136,player2,43,32,7,7,0,4,3,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s137,player2,31,42,9,9,0,1,8,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s138,player2,25,33,7,7,0,3,4,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s139,player2,49,47,17,17,0,9,8,0,1,1,1,0,1,17,1
E2bias,bias_0.0,s140,player2,43,53,5,5,0,4,1,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s141,player2,51,54,10,10,0,5,5,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s142,player2,49,35,10,10,0,6,4,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s143,player2,27,40,11,11,0,2,9,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s144,player2,29,43,17,17,0,4,13,0,1,1,1,0,1,17,1
E2bias,bias_0.0,s145,player2,51,52,12,10,2,4,6,2,0.75,0.8333333333333334,0.34545454545454535,0.18181818181818182,0.8333333333333334,8,0.6666666666666666
E2bias,bias_0.0,s146,player2,37,39,8,7,1,3,4,1,0.8,0.875,-0.30612244897959173,0.2857142857142857,0.875,6,0.75
E2bias,bias_0.0,s147,player2,41,41,12,12,0,3,9,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s148,player1,34,43,21,21,0,5,16,0,1,1,1,0,1,21,1
E2bias,bias_0.0,s149,player2,45,40,9,9,0,2,7,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s150,player1,38,37,14,14,0,6,8,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s151,player2,21,23,2,2,0,1,1,0,1,1,1,0,1,2,0
E2bias,bias_0.0,s152,player2,29,26,5,5,0,1,4,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s153,player2,35,29,6,6,0,3,3,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s154,player2,39,49,11,11,0,3,8,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s155,player2,35,26,6,6,0,5,1,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s156,player2,41,46,11,11,0,3,8,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s157,player2,23,33,7,7,0,4,3,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s158,player2,23,25,3,3,0,0,3,0,1,1,1,0,1,3,1
E2bias,bias_0.0,s159,player2,63,70,16,16,0,8,8,0,1,1,1,0,1,16,1
E2bias,bias_0.0,s160,player1,58,47,12,12,0,9,3,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s161,player1,42,62,11,11,0,8,3,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s162,player2,19,25,5,5,0,0,5,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s163,player2,33,36,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s164,player2,33,39,12,12,0,2,10,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s165,player1,40,45,10,10,0,7,3,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s166,player1,44,47,16,16,0,5,11,0,1,1,1,0,1,16,1
E2bias,bias_0.0,s167,player2,21,33,7,6,1,1,5,1,0.8333333333333334,0.8571428571428571,-0.3611111111111105,0.3333333333333333,0.8571428571428571,5,0.7142857142857143
E2bias,bias_0.0,s168,player2,31,36,8,8,0,1,7,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s169,player2,37,32,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s170,player2,47,45,5,5,0,2,3,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s171,player2,37,41,5,5,0,2,3,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s172,player2,47,34,8,8,0,2,6,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s173,player1,20,33,10,10,0,4,6,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s174,player2,41,41,5,5,0,2,3,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s175,player2,31,34,3,3,0,2,1,0,1,1,1,0,1,3,1
E2bias,bias_0.0,s176,player2,43,43,11,10,1,3,7,1,0.875,0.9090909090909091,-0.20999999999999952,0.2,0.9090909090909091,7,0.9090909090909091
E2bias,bias_0.0,s177,player2,23,30,9,9,0,2,7,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s178,player2,47,44,15,15,0,6,9,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s179,player2,43,38,5,5,0,2,3,0,1,1,1,0,1,5,1
E2bias,bias_0.0,s180,player2,33,27,8,8,0,2,6,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s181,player2,43,46,17,17,0,4,13,0,1,1,1,0,1,17,1
E2bias,bias_0.0,s182,player2,39,27,6,6,0,1,5,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s183,player2,37,39,10,10,0,4,6,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s184,player1,28,36,7,7,0,5,2,0,1,1,1,0,1,7,1
E2bias,bias_0.0,s185,player2,65,60,15,15,0,8,7,0,1,1,1,0,1,15,1
E2bias,bias_0.0,s186,player2,25,33,9,9,0,2,7,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s187,player2,37,38,6,6,0,4,2,0,1,1,1,0,1,6,1
E2bias,bias_0.0,s188,player2,27,37,9,8,1,3,5,1,0.8333333333333334,0.8888888888888888,-0.26562499999999956,0.25,0.8888888888888888,5,0.8888888888888888
E2bias,bias_0.0,s189,player2,63,63,13,13,0,5,8,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s190,player2,49,56,11,11,0,3,8,0,1,1,1,0,1,11,1
E2bias,bias_0.0,s191,player2,31,19,3,3,0,2,1,0,1,1,1,0,1,3,1
E2bias,bias_0.0,s192,player2,47,39,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.0,s193,player2,53,60,14,14,0,5,9,0,1,1,1,0,1,14,1
E2bias,bias_0.0,s194,player2,59,52,9,9,0,4,5,0,1,1,1,0,1,9,1
E2bias,bias_0.0,s195,player2,41,44,10,10,0,7,3,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s196,player2,27,38,12,12,0,1,11,0,1,1,1,0,1,12,1
E2bias,bias_0.0,s197,player2,39,47,13,13,0,4,9,0,1,1,1,0,1,13,1
E2bias,bias_0.0,s198,player2,43,50,10,10,0,7,3,0,1,1,1,0,1,10,1
E2bias,bias_0.0,s199,player2,37,30,6,6,0,6,0,0,,1,1,0,1,6,1
E2bias,bias_0.0,s200,player2,35,48,9,9,0,2,7,0,1,1,1,0,1,9,1
E2bias,bias_0.1,s1,player2,21,39,11,11,0,2,9,0,1,1,1,0,1,11,1
E2bias,bias_0.1,s2,player2,29,28,10,10,0,0,10,0,1,1,1,0,1,10,1
E2bias,bias_0.1,s3,player2,27,23,7,7,0,2,5,0,1,1,1,0,1,7,1
E2bias,bias_0.1,s4,player2,31,30,12,12,0,2,10,0,1,1,1,0,1,12,1
E2bias,bias_0.1,s5,player2,25,32,10,10,0,2,8,0,1,1,1,0,1,10,1
E2bias,bias_0.1,s6,player2,39,50,16,16,0,6,10,0,1,1,1,0,1,16,1
E2bias,bias_0.1,s7,player2,41,49,12,12,0,4,8,0,1,1,1,0,1,12,1
E2bias,bias_0.1,s8,player1,32,62,19,18,1,8,10,1,0.9090909090909091,0.9473684210526315,-0.11419753086419648,0.1111111111111111,0.9473684210526315,14,0.9473684210526315
E2bias,bias_0.1,s9,player2,45,37,11,11,0,2,9,0,1,1,1,0,1,11,1
E2bias,bias_0.1,s10,player2,53,38,7,7,0,4,3,0,1,1,1,0,1,7,1
E2bias,bias_0.1,s11,player2,37,48,12,12,0,4,8,0,1,1,1,0,1,12,1
E2bias,bias_0.1,s12,player2,63,64,14,14,0,5,9,0,1,1,1,0,1,14,1
E2bias,bias_0.1,s13,player2,57,41,17,16,1,5,11,1,0.9166666666666666,0.9411764705882353,-0.12890624999999978,0.125,0.9411764705882353,8,0.9411764705882353
E2bias,bias_0.1,s14,player1,38,71,13,13,0,4,9,0,1,1,1,0,1,13,1
E2bias,bias_0.1,s15,player2,35,29,8,8,0,3,5,0,1,1,1,0,1,8,1
E2bias,bias_0.1,s16,player2,43,36,12,11,1,3,8,1,0.8888888888888888,0.9166666666666666,-0.19008264462809876,0.18181818181818182,0.9166666666666666,10,0.8333333333333334
E2bias,bias_0.1,s17,player2,31,57,17,17,0,7,10,0,1,1,1,0,1,17,1
E2bias,bias_0.1,s18,player2,25,26,6,5,1,1,4,1,0.8,0.8333333333333334,0.2799999999999998,0.2,0.8333333333333334,5,0.8333333333333334
E2bias,bias_0.1,s19,player2,45,40,12,12,0,2,10,0,1,1,1,0,1,12,1
E2bias,bias_0.1,s20,player2,31,42,15,14,1,3,11,1,0.9166666666666666,0.9333333333333333,-0.14795918367346972,0.14285714285714285,0.9333333333333333,11,0.9333333333333333
E2bias,bias_0.1,s21,player1,44,50,12,12,0,4,8,0,1,1,1,0,1,12,1
E2bias,bias_0.1,s22,player2,45,32,9,9,0,2,7,0,1,1,1,0,1,9,1
E2bias,bias_0.1,s23,player2,39,37,11,11,0,5,6,0,1,1,1,0,1,11,1
E2bias,bias_0.1,s24,player2,25,23,9,9,0,1,8,0,1,1,1,0,1,9,1
E2bias,bias_0.1,s25,player2,41,64,14,14,0,6,8,0,1,1,1,0,1,14,1
E2bias,bias_0.1,s26,player2,33,26,6,6,0,0,6,0,1,1,1,0,1,6,1
E2bias,bias_0.1,s27,player2,39,23,7,7,0,2,5,0,1,1,1,0,1,7,1
E2bias,bias_0.1,s28,player1,40,56,15,15,0,5,10,0,1,1,1,0,1,15,1
E2bias,bias_0.1,s29,player2,45,49,12,11,1,2,9,1,0.9,0.9166666666666666,-0.19008264462809876,0.18181818181818182,0.9166666666666666,7,0.9166666666666666
E2bias,bias_0.1,s30,player2,27,42,10,10,0,2,8,0,1,1,1,0,1,10,1
